Sl,Season,Horn,Day,Species,Trap1,Trap2,Total
7GH04/WH13,1,GH,7,AM,0,1,1
7GH04/WH13,1,GH,7,AS,1,0,1
7GH04/WH13,1,GH,7,BH,0,0,0
7GH04/WH13,1,GH,7,CA,0,0,0
7GH04/WH13,1,GH,7,CP,4,2,6
7GH04/WH13,1,GH,7,DB,9,7,16
7GH04/WH13,1,GH,7,GK,0,0,0
7GH04/WH13,1,GH,7,KH,3,2,5
7GH04/WH13,1,GH,7,LI,0,0,0
7GH04/WH13,1,GH,7,RT,0,0,0
7GH04/WH13,1,GH,8,AM,0,0,0
7GH04/WH13,1,GH,8,AS,2,0,2
7GH04/WH13,1,GH,8,BH,0,0,0
7GH04/WH13,1,GH,8,CA,0,0,0
7GH04/WH13,1,GH,8,CP,1,3,4
7GH04/WH13,1,GH,8,DB,4,6,10
7GH04/WH13,1,GH,8,GK,0,0,0
7GH04/WH13,1,GH,8,KH,0,4,4
7GH04/WH13,1,GH,8,LI,0,0,0
7GH04/WH13,1,GH,8,RT,0,0,0
7GH04/WH13,1,GH,9,AM,0,1,1
7GH04/WH13,1,GH,9,AS,0,0,0
7GH04/WH13,1,GH,9,BH,0,0,0
7GH04/WH13,1,GH,9,CA,0,0,0
7GH04/WH13,1,GH,9,CP,8,5,13
7GH04/WH13,1,GH,9,DB,15,9,24
7GH04/WH13,1,GH,9,GK,0,0,0
7GH04/WH13,1,GH,9,KH,6,1,7
7GH04/WH13,1,GH,9,LI,0,0,0
7GH04/WH13,1,GH,9,RT,0,0,0
7GH04/WH13,1,GH,10,AM,6,10,16
7GH04/WH13,1,GH,10,AS,0,0,0
7GH04/WH13,1,GH,10,BH,0,0,0
7GH04/WH13,1,GH,10,CA,16,27,43
7GH04/WH13,1,GH,10,CP,0,0,0
7GH04/WH13,1,GH,10,DB,0,0,0
7GH04/WH13,1,GH,10,GK,0,0,0
7GH04/WH13,1,GH,10,KH,5,13,18
7GH04/WH13,1,GH,10,LI,0,0,0
7GH04/WH13,1,GH,10,RT,0,0,0
7GH04/WH13,1,GH,11,AM,5,10,15
7GH04/WH13,1,GH,11,AS,0,0,0
7GH04/WH13,1,GH,11,BH,0,0,0
7GH04/WH13,1,GH,11,CA,3,3,6
7GH04/WH13,1,GH,11,CP,0,0,0
7GH04/WH13,1,GH,11,DB,0,0,0
7GH04/WH13,1,GH,11,GK,0,0,0
7GH04/WH13,1,GH,11,KH,9,1,10
7GH04/WH13,1,GH,11,LI,0,0,0
7GH04/WH13,1,GH,11,RT,0,0,0
7GH04/WH13,1,GH,12,AM,4,5,9
7GH04/WH13,1,GH,12,AS,0,0,0
7GH04/WH13,1,GH,12,BH,0,0,0
7GH04/WH13,1,GH,12,CA,0,2,2
7GH04/WH13,1,GH,12,CP,1,0,1
7GH04/WH13,1,GH,12,DB,2,0,2
7GH04/WH13,1,GH,12,GK,0,0,0
7GH04/WH13,1,GH,12,KH,9,11,20
7GH04/WH13,1,GH,12,LI,0,0,0
7GH04/WH13,1,GH,12,RT,0,0,0
7GH04/WH13,1,GH,13,AM,3,6,9
7GH04/WH13,1,GH,13,AS,0,0,0
7GH04/WH13,1,GH,13,BH,0,0,0
7GH04/WH13,1,GH,13,CA,1,0,1
7GH04/WH13,1,GH,13,CP,0,0,0
7GH04/WH13,1,GH,13,DB,0,0,0
7GH04/WH13,1,GH,13,GK,0,0,0
7GH04/WH13,1,GH,13,KH,7,2,9
7GH04/WH13,1,GH,13,LI,0,0,0
7GH04/WH13,1,GH,13,RT,0,0,0
7GH04/WH13,1,GH,14,AM,4,2,6
7GH04/WH13,1,GH,14,AS,0,0,0
7GH04/WH13,1,GH,14,BH,0,0,0
7GH04/WH13,1,GH,14,CA,5,2,7
7GH04/WH13,1,GH,14,CP,0,0,0
7GH04/WH13,1,GH,14,DB,0,0,0
7GH04/WH13,1,GH,14,GK,0,0,0
7GH04/WH13,1,GH,14,KH,3,8,11
7GH04/WH13,1,GH,14,LI,0,0,0
7GH04/WH13,1,GH,14,RT,0,0,0
7GH04/WH13,1,GH,15,AM,5,1,6
7GH04/WH13,1,GH,15,AS,0,0,0
7GH04/WH13,1,GH,15,BH,0,0,0
7GH04/WH13,1,GH,15,CA,4,2,6
7GH04/WH13,1,GH,15,CP,1,0,1
7GH04/WH13,1,GH,15,DB,0,0,0
7GH04/WH13,1,GH,15,GK,0,0,0
7GH04/WH13,1,GH,15,KH,6,7,13
7GH04/WH13,1,GH,15,LI,0,0,0
7GH04/WH13,1,GH,15,RT,0,0,0
7GH04/WH13,1,GH,16,AM,7,3,10
7GH04/WH13,1,GH,16,AS,0,0,0
7GH04/WH13,1,GH,16,BH,0,0,0
7GH04/WH13,1,GH,16,CA,8,11,19
7GH04/WH13,1,GH,16,CP,0,0,0
7GH04/WH13,1,GH,16,DB,0,0,0
7GH04/WH13,1,GH,16,GK,0,0,0
7GH04/WH13,1,GH,16,KH,5,2,7
7GH04/WH13,1,GH,16,LI,0,0,0
7GH04/WH13,1,GH,16,RT,0,0,0
9WH05,1,WH,1,AM,1,1,2
9WH05,1,WH,1,AS,2,4,6
9WH05,1,WH,1,BH,0,0,0
9WH05,1,WH,1,CA,0,0,0
9WH05,1,WH,1,CP,0,0,0
9WH05,1,WH,1,DB,11,47,58
9WH05,1,WH,1,GK,0,0,0
9WH05,1,WH,1,KH,11,16,27
9WH05,1,WH,1,LI,0,0,0
9WH05,1,WH,1,RT,0,0,0
9WH05,1,WH,2,AM,5,6,11
9WH05,1,WH,2,AS,2,8,10
9WH05,1,WH,2,BH,0,0,0
9WH05,1,WH,2,CA,0,4,4
9WH05,1,WH,2,CP,0,0,0
9WH05,1,WH,2,DB,5,28,33
9WH05,1,WH,2,GK,0,0,0
9WH05,1,WH,2,KH,5,10,15
9WH05,1,WH,2,LI,0,0,0
9WH05,1,WH,2,RT,0,0,0
9WH05,1,WH,3,AM,1,6,7
9WH05,1,WH,3,AS,1,0,1
9WH05,1,WH,3,BH,0,0,0
9WH05,1,WH,3,CA,2,1,3
9WH05,1,WH,3,CP,6,10,16
9WH05,1,WH,3,DB,5,21,26
9WH05,1,WH,3,GK,0,0,0
9WH05,1,WH,3,KH,0,12,12
9WH05,1,WH,3,LI,0,0,0
9WH05,1,WH,3,RT,0,0,0
9WH05,1,WH,4,AM,0,0,0
9WH05,1,WH,4,AS,0,0,0
9WH05,1,WH,4,BH,0,0,0
9WH05,1,WH,4,CA,0,0,0
9WH05,1,WH,4,CP,5,8,13
9WH05,1,WH,4,DB,16,25,41
9WH05,1,WH,4,GK,0,0,0
9WH05,1,WH,4,KH,6,0,6
9WH05,1,WH,4,LI,0,5,5
9WH05,1,WH,4,RT,0,0,0
9WH05,1,WH,5,AM,0,0,0
9WH05,1,WH,5,AS,0,0,0
9WH05,1,WH,5,BH,0,0,0
9WH05,1,WH,5,CA,0,0,0
9WH05,1,WH,5,CP,3,5,8
9WH05,1,WH,5,DB,18,3,21
9WH05,1,WH,5,GK,0,0,0
9WH05,1,WH,5,KH,2,0,2
9WH05,1,WH,5,LI,0,0,0
9WH05,1,WH,5,RT,0,0,0
9WH05,1,WH,6,AM,4,3,7
9WH05,1,WH,6,AS,0,0,0
9WH05,1,WH,6,BH,0,0,0
9WH05,1,WH,6,CA,0,0,0
9WH05,1,WH,6,CP,0,5,5
9WH05,1,WH,6,DB,4,12,16
9WH05,1,WH,6,GK,0,0,0
9WH05,1,WH,6,KH,9,4,13
9WH05,1,WH,6,LI,0,0,0
9WH05,1,WH,6,RT,0,0,0
9WH05,1,WH,7,AM,2,2,4
9WH05,1,WH,7,AS,0,0,0
9WH05,1,WH,7,BH,0,0,0
9WH05,1,WH,7,CA,0,0,0
9WH05,1,WH,7,CP,11,6,17
9WH05,1,WH,7,DB,21,8,29
9WH05,1,WH,7,GK,0,0,0
9WH05,1,WH,7,KH,8,4,12
9WH05,1,WH,7,LI,0,0,0
9WH05,1,WH,7,RT,0,0,0
9WH05,1,WH,8,AM,0,0,0
9WH05,1,WH,8,AS,0,0,0
9WH05,1,WH,8,BH,0,0,0
9WH05,1,WH,8,CA,0,0,0
9WH05,1,WH,8,CP,7,4,11
9WH05,1,WH,8,DB,17,13,30
9WH05,1,WH,8,GK,0,0,0
9WH05,1,WH,8,KH,4,4,8
9WH05,1,WH,8,LI,0,0,0
9WH05,1,WH,8,RT,0,0,0
9WH05,1,WH,9,AM,5,3,8
9WH05,1,WH,9,AS,0,0,0
9WH05,1,WH,9,BH,0,0,0
9WH05,1,WH,9,CA,0,0,0
9WH05,1,WH,9,CP,10,7,17
9WH05,1,WH,9,DB,20,11,31
9WH05,1,WH,9,GK,0,0,0
9WH05,1,WH,9,KH,8,5,13
9WH05,1,WH,9,LI,0,0,0
9WH05,1,WH,9,RT,0,0,0
9WH05,1,WH,10,AM,0,0,0
9WH05,1,WH,10,AS,0,0,0
9WH05,1,WH,10,BH,0,0,0
9WH05,1,WH,10,CA,0,0,0
9WH05,1,WH,10,CP,1,5,6
9WH05,1,WH,10,DB,3,6,9
9WH05,1,WH,10,GK,0,0,0
9WH05,1,WH,10,KH,6,4,10
9WH05,1,WH,10,LI,0,0,0
9WH05,1,WH,10,RT,0,0,0
9WH05,1,WH,11,AM,7,1,8
9WH05,1,WH,11,AS,0,0,0
9WH05,1,WH,11,BH,0,0,0
9WH05,1,WH,11,CA,8,7,15
9WH05,1,WH,11,CP,0,0,0
9WH05,1,WH,11,DB,1,0,1
9WH05,1,WH,11,GK,0,0,0
9WH05,1,WH,11,KH,3,12,15
9WH05,1,WH,11,LI,0,0,0
9WH05,1,WH,11,RT,0,0,0
9WH05,1,WH,12,AM,0,3,3
9WH05,1,WH,12,AS,0,0,0
9WH05,1,WH,12,BH,0,0,0
9WH05,1,WH,12,CA,8,2,10
9WH05,1,WH,12,CP,0,0,0
9WH05,1,WH,12,DB,0,0,0
9WH05,1,WH,12,GK,0,0,0
9WH05,1,WH,12,KH,9,5,14
9WH05,1,WH,12,LI,0,0,0
9WH05,1,WH,12,RT,0,0,0
9WH05,1,WH,13,AM,10,3,13
9WH05,1,WH,13,AS,0,0,0
9WH05,1,WH,13,BH,0,0,0
9WH05,1,WH,13,CA,6,2,8
9WH05,1,WH,13,CP,0,0,0
9WH05,1,WH,13,DB,1,0,1
9WH05,1,WH,13,GK,0,0,0
9WH05,1,WH,13,KH,12,5,17
9WH05,1,WH,13,LI,0,0,0
9WH05,1,WH,13,RT,0,0,0
9WH05,1,WH,14,AM,4,4,8
9WH05,1,WH,14,AS,0,0,0
9WH05,1,WH,14,BH,0,0,0
9WH05,1,WH,14,CA,7,9,16
9WH05,1,WH,14,CP,0,1,1
9WH05,1,WH,14,DB,0,0,0
9WH05,1,WH,14,GK,0,0,0
9WH05,1,WH,14,KH,1,8,9
9WH05,1,WH,14,LI,0,0,0
9WH05,1,WH,14,RT,0,0,0
9WH05,1,WH,15,AM,3,6,9
9WH05,1,WH,15,AS,0,0,0
9WH05,1,WH,15,BH,0,0,0
9WH05,1,WH,15,CA,7,11,18
9WH05,1,WH,15,CP,0,0,0
9WH05,1,WH,15,DB,0,0,0
9WH05,1,WH,15,GK,0,0,0
9WH05,1,WH,15,KH,5,9,14
9WH05,1,WH,15,LI,0,0,0
9WH05,1,WH,15,RT,0,0,0
10WH06,2,WH,1,AM,0,0,0
10WH06,2,WH,1,AS,1,0,1
10WH06,2,WH,1,BH,6,0,6
10WH06,2,WH,1,CA,0,0,0
10WH06,2,WH,1,CP,1,0,1
10WH06,2,WH,1,DB,10,0,10
10WH06,2,WH,1,GK,0,0,0
10WH06,2,WH,1,KH,1,0,1
10WH06,2,WH,1,LI,0,0,0
10WH06,2,WH,1,RT,0,0,0
10WH06,2,WH,2,AM,0,0,0
10WH06,2,WH,2,AS,0,0,0
10WH06,2,WH,2,BH,0,0,0
10WH06,2,WH,2,CA,0,0,0
10WH06,2,WH,2,CP,0,0,0
10WH06,2,WH,2,DB,6,2,8
10WH06,2,WH,2,GK,6,1,7
10WH06,2,WH,2,KH,17,0,17
10WH06,2,WH,2,LI,0,0,0
10WH06,2,WH,2,RT,0,0,0
10WH06,2,WH,3,AM,0,0,0
10WH06,2,WH,3,AS,0,0,0
10WH06,2,WH,3,BH,0,0,0
10WH06,2,WH,3,CA,0,0,0
10WH06,2,WH,3,CP,0,2,2
10WH06,2,WH,3,DB,4,1,5
10WH06,2,WH,3,GK,0,0,0
10WH06,2,WH,3,KH,5,1,6
10WH06,2,WH,3,LI,1,1,2
10WH06,2,WH,3,RT,0,0,0
10WH06,2,WH,4,AM,0,0,0
10WH06,2,WH,4,AS,0,0,0
10WH06,2,WH,4,BH,1,0,1
10WH06,2,WH,4,CA,0,0,0
10WH06,2,WH,4,CP,0,0,0
10WH06,2,WH,4,DB,2,0,2
10WH06,2,WH,4,GK,1,0,1
10WH06,2,WH,4,KH,5,0,5
10WH06,2,WH,4,LI,0,0,0
10WH06,2,WH,4,RT,0,0,0
16OPH04,2,OPH,1,AM,0,0,0
16OPH04,2,OPH,1,AS,0,0,0
16OPH04,2,OPH,1,BH,0,0,0
16OPH04,2,OPH,1,CA,0,0,0
16OPH04,2,OPH,1,CP,1,1,2
16OPH04,2,OPH,1,DB,2,0,2
16OPH04,2,OPH,1,GK,0,0,0
16OPH04,2,OPH,1,KH,0,0,0
16OPH04,2,OPH,1,LI,0,0,0
16OPH04,2,OPH,1,RT,0,0,0
16OPH04,2,OPH,2,AM,0,0,0
16OPH04,2,OPH,2,AS,0,0,0
16OPH04,2,OPH,2,BH,1,1,2
16OPH04,2,OPH,2,CA,0,0,0
16OPH04,2,OPH,2,CP,2,0,2
16OPH04,2,OPH,2,DB,4,1,5
16OPH04,2,OPH,2,GK,0,0,0
16OPH04,2,OPH,2,KH,0,0,0
16OPH04,2,OPH,2,LI,0,0,0
16OPH04,2,OPH,2,RT,0,0,0
16OPH04,2,OPH,3,AM,0,0,0
16OPH04,2,OPH,3,AS,0,0,0
16OPH04,2,OPH,3,BH,2,0,2
16OPH04,2,OPH,3,CA,0,0,0
16OPH04,2,OPH,3,CP,1,0,1
16OPH04,2,OPH,3,DB,2,0,2
16OPH04,2,OPH,3,GK,0,0,0
16OPH04,2,OPH,3,KH,1,0,1
16OPH04,2,OPH,3,LI,0,1,1
16OPH04,2,OPH,3,RT,0,0,0
16OPH04,2,OPH,4,AM,0,0,0
16OPH04,2,OPH,4,AS,0,0,0
16OPH04,2,OPH,4,BH,0,0,0
16OPH04,2,OPH,4,CA,0,0,0
16OPH04,2,OPH,4,CP,0,0,0
16OPH04,2,OPH,4,DB,1,0,1
16OPH04,2,OPH,4,GK,2,0,2
16OPH04,2,OPH,4,KH,0,2,2
16OPH04,2,OPH,4,LI,0,1,1
16OPH04,2,OPH,4,RT,0,0,0
16OPH04,2,OPH,5,AM,0,0,0
16OPH04,2,OPH,5,AS,0,0,0
16OPH04,2,OPH,5,BH,0,0,0
16OPH04,2,OPH,5,CA,0,0,0
16OPH04,2,OPH,5,CP,2,0,2
16OPH04,2,OPH,5,DB,0,1,1
16OPH04,2,OPH,5,GK,0,0,0
16OPH04,2,OPH,5,KH,1,0,1
16OPH04,2,OPH,5,LI,0,1,1
16OPH04,2,OPH,5,RT,0,0,0
31OPH08,2,OPH,1,AM,0,0,0
31OPH08,2,OPH,1,AS,0,0,0
31OPH08,2,OPH,1,BH,0,0,0
31OPH08,2,OPH,1,CA,0,0,0
31OPH08,2,OPH,1,CP,0,0,0
31OPH08,2,OPH,1,DB,4,1,5
31OPH08,2,OPH,1,GK,0,0,0
31OPH08,2,OPH,1,KH,3,1,4
31OPH08,2,OPH,1,LI,0,0,0
31OPH08,2,OPH,1,RT,0,0,0
31OPH08,2,OPH,2,AM,0,0,0
31OPH08,2,OPH,2,AS,0,0,0
31OPH08,2,OPH,2,BH,0,0,0
31OPH08,2,OPH,2,CA,0,0,0
31OPH08,2,OPH,2,CP,0,0,0
31OPH08,2,OPH,2,DB,4,0,4
31OPH08,2,OPH,2,GK,0,0,0
31OPH08,2,OPH,2,KH,3,0,3
31OPH08,2,OPH,2,LI,0,0,0
31OPH08,2,OPH,2,RT,0,0,0
31OPH08,2,OPH,3,AM,0,0,0
31OPH08,2,OPH,3,AS,0,0,0
31OPH08,2,OPH,3,BH,0,0,0
31OPH08,2,OPH,3,CA,0,0,0
31OPH08,2,OPH,3,CP,1,1,2
31OPH08,2,OPH,3,DB,1,3,4
31OPH08,2,OPH,3,GK,0,0,0
31OPH08,2,OPH,3,KH,0,1,1
31OPH08,2,OPH,3,LI,0,0,0
31OPH08,2,OPH,3,RT,0,0,0
31OPH08,2,OPH,4,AM,0,0,0
31OPH08,2,OPH,4,AS,0,0,0
31OPH08,2,OPH,4,BH,0,0,0
31OPH08,2,OPH,4,CA,0,0,0
31OPH08,2,OPH,4,CP,1,1,2
31OPH08,2,OPH,4,DB,4,0,4
31OPH08,2,OPH,4,GK,1,1,2
31OPH08,2,OPH,4,KH,0,0,0
31OPH08,2,OPH,4,LI,0,0,0
31OPH08,2,OPH,4,RT,0,0,0
31OPH08,2,OPH,5,AM,0,NA,0
31OPH08,2,OPH,5,AS,0,NA,0
31OPH08,2,OPH,5,BH,0,NA,0
31OPH08,2,OPH,5,CA,0,NA,0
31OPH08,2,OPH,5,CP,0,NA,0
31OPH08,2,OPH,5,DB,0,NA,0
31OPH08,2,OPH,5,GK,0,NA,0
31OPH08,2,OPH,5,KH,11,NA,11
31OPH08,2,OPH,5,LI,34,NA,34
31OPH08,2,OPH,5,RT,0,NA,0
33GH14,2,GH,1,AM,0,0,0
33GH14,2,GH,1,AS,0,0,0
33GH14,2,GH,1,BH,0,0,0
33GH14,2,GH,1,CA,0,0,0
33GH14,2,GH,1,CP,0,0,0
33GH14,2,GH,1,DB,0,1,1
33GH14,2,GH,1,GK,0,0,0
33GH14,2,GH,1,KH,0,0,0
33GH14,2,GH,1,LI,0,0,0
33GH14,2,GH,1,RT,0,0,0
33GH14,2,GH,2,AM,0,0,0
33GH14,2,GH,2,AS,0,0,0
33GH14,2,GH,2,BH,0,0,0
33GH14,2,GH,2,CA,0,0,0
33GH14,2,GH,2,CP,0,0,0
33GH14,2,GH,2,DB,0,0,0
33GH14,2,GH,2,GK,0,0,0
33GH14,2,GH,2,KH,0,0,0
33GH14,2,GH,2,LI,0,0,0
33GH14,2,GH,2,RT,0,0,0
33GH14,2,GH,3,AM,0,0,0
33GH14,2,GH,3,AS,0,0,0
33GH14,2,GH,3,BH,0,0,0
33GH14,2,GH,3,CA,0,0,0
33GH14,2,GH,3,CP,0,2,2
33GH14,2,GH,3,DB,0,0,0
33GH14,2,GH,3,GK,0,0,0
33GH14,2,GH,3,KH,0,0,0
33GH14,2,GH,3,LI,0,0,0
33GH14,2,GH,3,RT,0,0,0
33GH14,2,GH,4,AM,0,0,0
33GH14,2,GH,4,AS,0,0,0
33GH14,2,GH,4,BH,0,0,0
33GH14,2,GH,4,CA,0,0,0
33GH14,2,GH,4,CP,0,0,0
33GH14,2,GH,4,DB,0,0,0
33GH14,2,GH,4,GK,0,0,0
33GH14,2,GH,4,KH,2,0,2
33GH14,2,GH,4,LI,0,0,0
33GH14,2,GH,4,RT,0,0,0
33GH14,2,GH,5,AM,0,0,0
33GH14,2,GH,5,AS,0,0,0
33GH14,2,GH,5,BH,0,0,0
33GH14,2,GH,5,CA,0,0,0
33GH14,2,GH,5,CP,0,0,0
33GH14,2,GH,5,DB,0,0,0
33GH14,2,GH,5,GK,0,0,0
33GH14,2,GH,5,KH,1,0,1
33GH14,2,GH,5,LI,0,0,0
33GH14,2,GH,5,RT,0,0,0
4WH03,2,WH,1,AM,0,0,0
4WH03,2,WH,1,AS,0,0,0
4WH03,2,WH,1,BH,2,2,4
4WH03,2,WH,1,CA,0,0,0
4WH03,2,WH,1,CP,1,0,1
4WH03,2,WH,1,DB,1,0,1
4WH03,2,WH,1,GK,1,1,2
4WH03,2,WH,1,KH,1,1,2
4WH03,2,WH,1,LI,0,1,1
4WH03,2,WH,1,RT,0,0,0
4WH03,2,WH,2,AM,0,0,0
4WH03,2,WH,2,AS,0,0,0
4WH03,2,WH,2,BH,0,0,0
4WH03,2,WH,2,CA,0,0,0
4WH03,2,WH,2,CP,0,0,0
4WH03,2,WH,2,DB,0,0,0
4WH03,2,WH,2,GK,1,1,2
4WH03,2,WH,2,KH,1,0,1
4WH03,2,WH,2,LI,0,0,0
4WH03,2,WH,2,RT,0,0,0
4WH03,2,WH,3,AM,0,0,0
4WH03,2,WH,3,AS,2,0,2
4WH03,2,WH,3,BH,1,3,4
4WH03,2,WH,3,CA,0,0,0
4WH03,2,WH,3,CP,0,1,1
4WH03,2,WH,3,DB,0,4,4
4WH03,2,WH,3,GK,0,0,0
4WH03,2,WH,3,KH,4,2,6
4WH03,2,WH,3,LI,3,1,4
4WH03,2,WH,3,RT,1,0,1
4WH03,2,WH,4,AM,0,0,0
4WH03,2,WH,4,AS,2,0,2
4WH03,2,WH,4,BH,0,1,1
4WH03,2,WH,4,CA,0,0,0
4WH03,2,WH,4,CP,2,0,2
4WH03,2,WH,4,DB,0,1,1
4WH03,2,WH,4,GK,0,0,0
4WH03,2,WH,4,KH,0,0,0
4WH03,2,WH,4,LI,0,0,0
4WH03,2,WH,4,RT,0,0,0
4WH03,2,WH,5,AM,0,0,0
4WH03,2,WH,5,AS,0,0,0
4WH03,2,WH,5,BH,0,0,0
4WH03,2,WH,5,CA,0,0,0
4WH03,2,WH,5,CP,2,1,3
4WH03,2,WH,5,DB,2,1,3
4WH03,2,WH,5,GK,0,0,0
4WH03,2,WH,5,KH,0,0,0
4WH03,2,WH,5,LI,0,0,0
4WH03,2,WH,5,RT,0,0,0
9WH05,2,WH,1,AM,0,0,0
9WH05,2,WH,1,AS,2,0,2
9WH05,2,WH,1,BH,10,5,15
9WH05,2,WH,1,CA,0,0,0
9WH05,2,WH,1,CP,2,0,2
9WH05,2,WH,1,DB,4,4,8
9WH05,2,WH,1,GK,0,0,0
9WH05,2,WH,1,KH,13,18,31
9WH05,2,WH,1,LI,2,0,2
9WH05,2,WH,1,RT,1,1,2
9WH05,2,WH,2,AM,0,0,0
9WH05,2,WH,2,AS,0,3,3
9WH05,2,WH,2,BH,0,0,0
9WH05,2,WH,2,CA,0,0,0
9WH05,2,WH,2,CP,0,4,4
9WH05,2,WH,2,DB,1,0,1
9WH05,2,WH,2,GK,3,6,9
9WH05,2,WH,2,KH,13,53,66
9WH05,2,WH,2,LI,0,0,0
9WH05,2,WH,2,RT,0,0,0
9WH05,2,WH,3,AM,0,0,0
9WH05,2,WH,3,AS,1,0,1
9WH05,2,WH,3,BH,1,4,5
9WH05,2,WH,3,CA,0,0,0
9WH05,2,WH,3,CP,0,9,9
9WH05,2,WH,3,DB,5,7,12
9WH05,2,WH,3,GK,0,0,0
9WH05,2,WH,3,KH,6,20,26
9WH05,2,WH,3,LI,3,0,3
9WH05,2,WH,3,RT,0,1,1
9WH05,2,WH,4,AM,0,0,0
9WH05,2,WH,4,AS,0,0,0
9WH05,2,WH,4,BH,0,0,0
9WH05,2,WH,4,CA,0,0,0
9WH05,2,WH,4,CP,0,1,1
9WH05,2,WH,4,DB,0,0,0
9WH05,2,WH,4,GK,0,1,1
9WH05,2,WH,4,KH,0,0,0
9WH05,2,WH,4,LI,0,0,0
9WH05,2,WH,4,RT,0,0,0
9WH05,2,WH,5,AM,0,0,0
9WH05,2,WH,5,AS,0,0,0
9WH05,2,WH,5,BH,0,0,0
9WH05,2,WH,5,CA,0,0,0
9WH05,2,WH,5,CP,3,5,8
9WH05,2,WH,5,DB,0,3,3
9WH05,2,WH,5,GK,3,5,8
9WH05,2,WH,5,KH,4,4,8
9WH05,2,WH,5,LI,0,0,0
9WH05,2,WH,5,RT,0,0,0
15WH,3,WH,1,AM,1,3,4
15WH,3,WH,1,AS,6,1,7
15WH,3,WH,1,BH,0,0,0
15WH,3,WH,1,CA,0,0,0
15WH,3,WH,1,CP,1,0,1
15WH,3,WH,1,DB,0,0,0
15WH,3,WH,1,GK,0,0,0
15WH,3,WH,1,KH,4,1,5
15WH,3,WH,1,RT,0,1,1
15WH,3,WH,2,AM,1,10,11
15WH,3,WH,2,AS,0,0,0
15WH,3,WH,2,BH,0,0,0
15WH,3,WH,2,CA,0,0,0
15WH,3,WH,2,CP,0,0,0
15WH,3,WH,2,DB,0,0,0
15WH,3,WH,2,GK,0,0,0
15WH,3,WH,2,KH,2,1,3
15WH,3,WH,2,RT,0,0,0
15WH,3,WH,3,AM,2,1,3
15WH,3,WH,3,AS,0,0,0
15WH,3,WH,3,BH,0,0,0
15WH,3,WH,3,CA,0,0,0
15WH,3,WH,3,CP,0,0,0
15WH,3,WH,3,DB,0,0,0
15WH,3,WH,3,GK,0,0,0
15WH,3,WH,3,KH,4,9,13
15WH,3,WH,3,RT,0,0,0
15WH,3,WH,4,AM,9,4,13
15WH,3,WH,4,AS,0,0,0
15WH,3,WH,4,BH,2,0,2
15WH,3,WH,4,CA,0,0,0
15WH,3,WH,4,CP,0,0,0
15WH,3,WH,4,DB,0,0,0
15WH,3,WH,4,GK,0,0,0
15WH,3,WH,4,KH,12,6,18
15WH,3,WH,4,RT,0,0,0
15WH,3,WH,5,AM,3,7,10
15WH,3,WH,5,AS,0,0,0
15WH,3,WH,5,BH,0,0,0
15WH,3,WH,5,CA,2,3,5
15WH,3,WH,5,CP,0,0,0
15WH,3,WH,5,DB,0,1,1
15WH,3,WH,5,GK,0,0,0
15WH,3,WH,5,KH,10,12,22
15WH,3,WH,5,RT,0,0,0
15WH,3,WH,6,AM,5,3,8
15WH,3,WH,6,AS,0,0,0
15WH,3,WH,6,BH,0,0,0
15WH,3,WH,6,CA,1,0,1
15WH,3,WH,6,CP,0,0,0
15WH,3,WH,6,DB,0,0,0
15WH,3,WH,6,GK,0,0,0
15WH,3,WH,6,KH,7,9,16
15WH,3,WH,6,RT,0,0,0
15WH,3,WH,7,AM,3,5,8
15WH,3,WH,7,AS,0,0,0
15WH,3,WH,7,BH,0,0,0
15WH,3,WH,7,CA,0,2,2
15WH,3,WH,7,CP,0,0,0
15WH,3,WH,7,DB,0,0,0
15WH,3,WH,7,GK,0,0,0
15WH,3,WH,7,KH,12,9,21
15WH,3,WH,7,RT,0,0,0
15WH,3,WH,8,AM,3,7,10
15WH,3,WH,8,AS,0,0,0
15WH,3,WH,8,BH,0,0,0
15WH,3,WH,8,CA,0,0,0
15WH,3,WH,8,CP,0,0,0
15WH,3,WH,8,DB,0,0,0
15WH,3,WH,8,GK,0,0,0
15WH,3,WH,8,KH,5,14,19
15WH,3,WH,8,RT,0,0,0
15WH,3,WH,9,AM,2,1,3
15WH,3,WH,9,AS,0,0,0
15WH,3,WH,9,BH,0,0,0
15WH,3,WH,9,CA,0,1,1
15WH,3,WH,9,CP,0,0,0
15WH,3,WH,9,DB,0,0,0
15WH,3,WH,9,GK,0,0,0
15WH,3,WH,9,KH,8,3,11
15WH,3,WH,9,RT,0,0,0
15WH,3,WH,10,AM,3,0,3
15WH,3,WH,10,AS,0,0,0
15WH,3,WH,10,BH,0,0,0
15WH,3,WH,10,CA,0,0,0
15WH,3,WH,10,CP,0,0,0
15WH,3,WH,10,DB,0,0,0
15WH,3,WH,10,GK,0,0,0
15WH,3,WH,10,KH,5,2,7
15WH,3,WH,10,RT,0,0,0
15WH,3,WH,11,AM,5,3,8
15WH,3,WH,11,AS,0,0,0
15WH,3,WH,11,BH,0,0,0
15WH,3,WH,11,CA,0,2,2
15WH,3,WH,11,CP,0,0,0
15WH,3,WH,11,DB,0,0,0
15WH,3,WH,11,GK,0,0,0
15WH,3,WH,11,KH,8,6,14
15WH,3,WH,11,RT,0,0,0
15WH,3,WH,12,AM,4,2,6
15WH,3,WH,12,AS,0,0,0
