"","plot","species","abd","canopy","depth","density","creek","size"
"800",28,"Strongylura leiura",0,96.88,50.8,34.57142857,150.36,NA
"801",28,"Liza macrolepsis",0,96.88,50.8,34.57142857,150.36,NA
"802",28,"Scatophagus argus",0,96.88,50.8,34.57142857,150.36,NA
"803",28,"Gerres limbatus",0,96.88,50.8,34.57142857,150.36,NA
"804",28,"Orange fish",0,96.88,50.8,34.57142857,150.36,NA
"805",28,"Apogonidae 3",0,96.88,50.8,34.57142857,150.36,NA
"806",28,"Lutjanus argentimaculatus",0,96.88,50.8,34.57142857,150.36,NA
"807",28,"Caranx sexfasciatus",0,96.88,50.8,34.57142857,150.36,NA
"808",28,"Sphaeramia orbicularis",0,96.88,50.8,34.57142857,150.36,NA
"809",28,"Chanos chanos",0,96.88,50.8,34.57142857,150.36,NA
"810",28,"Plectorhinchus gibbosus",0,96.88,50.8,34.57142857,150.36,NA
"811",28,"Lutjanus fulviflamma",0,96.88,50.8,34.57142857,150.36,NA
"812",28,"Tetradontidae",0,96.88,50.8,34.57142857,150.36,NA
"813",29,"Butis butis",0,93.24,40.5,17.71428571,189,NA
"814",29,"Halicampus grayii",0,93.24,40.5,17.71428571,189,NA
"815",29,"Apogon amboinensis",0,93.24,40.5,17.71428571,189,NA
"816",29,"Gobidae",0,93.24,40.5,17.71428571,189,NA
"817",29,"Apogon hyalosoma",0,93.24,40.5,17.71428571,189,NA
"818",29,"Eleotris fusca",0,93.24,40.5,17.71428571,189,NA
"819",29,"Zenarchopterus dispar",0,93.24,40.5,17.71428571,189,NA
"820",29,"Acentrogobius caninus",0,93.24,40.5,17.71428571,189,NA
"821",29,"Glosogobius",0,93.24,40.5,17.71428571,189,NA
"822",29,"Horaichthyidae",13,93.24,40.5,17.71428571,189,2
"823",29,"Siganus lineatus",0,93.24,40.5,17.71428571,189,NA
"824",29,"Acentrogobius sp",3,93.24,40.5,17.71428571,189,1
"825",29,"Arothron hispidus",0,93.24,40.5,17.71428571,189,NA
"826",29,"Siganus vermiculatus",0,93.24,40.5,17.71428571,189,NA
"827",29,"Bostrychus sinensis",0,93.24,40.5,17.71428571,189,NA
"828",29,"Toxotes jaculatrix",0,93.24,40.5,17.71428571,189,NA
"829",29,"Strongylura leiura",0,93.24,40.5,17.71428571,189,NA
"830",29,"Liza macrolepsis",0,93.24,40.5,17.71428571,189,NA
"831",29,"Scatophagus argus",0,93.24,40.5,17.71428571,189,NA
"832",29,"Gerres limbatus",0,93.24,40.5,17.71428571,189,NA
"833",29,"Orange fish",0,93.24,40.5,17.71428571,189,NA
"834",29,"Apogonidae 3",0,93.24,40.5,17.71428571,189,NA
"835",29,"Lutjanus argentimaculatus",0,93.24,40.5,17.71428571,189,NA
"836",29,"Caranx sexfasciatus",0,93.24,40.5,17.71428571,189,NA
"837",29,"Sphaeramia orbicularis",0,93.24,40.5,17.71428571,189,NA
"838",29,"Chanos chanos",0,93.24,40.5,17.71428571,189,NA
"839",29,"Plectorhinchus gibbosus",0,93.24,40.5,17.71428571,189,NA
"840",29,"Lutjanus fulviflamma",0,93.24,40.5,17.71428571,189,NA
"841",29,"Tetradontidae",0,93.24,40.5,17.71428571,189,NA
"842",30,"Butis butis",0,97.4,60.5,29.14285714,140.1,NA
"843",30,"Halicampus grayii",0,97.4,60.5,29.14285714,140.1,NA
"844",30,"Apogon amboinensis",0,97.4,60.5,29.14285714,140.1,NA
"845",30,"Gobidae",0,97.4,60.5,29.14285714,140.1,NA
"846",30,"Apogon hyalosoma",0,97.4,60.5,29.14285714,140.1,NA
"847",30,"Eleotris fusca",0,97.4,60.5,29.14285714,140.1,NA
"848",30,"Zenarchopterus dispar",0,97.4,60.5,29.14285714,140.1,NA
"849",30,"Acentrogobius caninus",0,97.4,60.5,29.14285714,140.1,NA
"850",30,"Glosogobius",0,97.4,60.5,29.14285714,140.1,NA
"851",30,"Horaichthyidae",0,97.4,60.5,29.14285714,140.1,NA
"852",30,"Siganus lineatus",0,97.4,60.5,29.14285714,140.1,NA
"853",30,"Acentrogobius sp",3,97.4,60.5,29.14285714,140.1,1
"854",30,"Arothron hispidus",0,97.4,60.5,29.14285714,140.1,NA
"855",30,"Siganus vermiculatus",0,97.4,60.5,29.14285714,140.1,NA
"856",30,"Bostrychus sinensis",0,97.4,60.5,29.14285714,140.1,NA
"857",30,"Toxotes jaculatrix",0,97.4,60.5,29.14285714,140.1,NA
"858",30,"Strongylura leiura",0,97.4,60.5,29.14285714,140.1,NA
"859",30,"Liza macrolepsis",0,97.4,60.5,29.14285714,140.1,NA
"860",30,"Scatophagus argus",0,97.4,60.5,29.14285714,140.1,NA
"861",30,"Gerres limbatus",0,97.4,60.5,29.14285714,140.1,NA
"862",30,"Orange fish",0,97.4,60.5,29.14285714,140.1,NA
"863",30,"Apogonidae 3",0,97.4,60.5,29.14285714,140.1,NA
"864",30,"Lutjanus argentimaculatus",0,97.4,60.5,29.14285714,140.1,NA
"865",30,"Caranx sexfasciatus",0,97.4,60.5,29.14285714,140.1,NA
"866",30,"Sphaeramia orbicularis",0,97.4,60.5,29.14285714,140.1,NA
"867",30,"Chanos chanos",0,97.4,60.5,29.14285714,140.1,NA
"868",30,"Plectorhinchus gibbosus",0,97.4,60.5,29.14285714,140.1,NA
"869",30,"Lutjanus fulviflamma",0,97.4,60.5,29.14285714,140.1,NA
"870",30,"Tetradontidae",0,97.4,60.5,29.14285714,140.1,NA
"871",31,"Butis butis",0,56.32,40.9,30.57142857,272.36,NA
"872",31,"Halicampus grayii",0,56.32,40.9,30.57142857,272.36,NA
"873",31,"Apogon amboinensis",0,56.32,40.9,30.57142857,272.36,NA
"874",31,"Gobidae",0,56.32,40.9,30.57142857,272.36,NA
"875",31,"Apogon hyalosoma",0,56.32,40.9,30.57142857,272.36,NA
"876",31,"Eleotris fusca",0,56.32,40.9,30.57142857,272.36,NA
"877",31,"Zenarchopterus dispar",0,56.32,40.9,30.57142857,272.36,NA
"878",31,"Acentrogobius caninus",0,56.32,40.9,30.57142857,272.36,NA
"879",31,"Glosogobius",0,56.32,40.9,30.57142857,272.36,NA
"880",31,"Horaichthyidae",0,56.32,40.9,30.57142857,272.36,NA
"881",31,"Siganus lineatus",0,56.32,40.9,30.57142857,272.36,NA
"882",31,"Acentrogobius sp",0,56.32,40.9,30.57142857,272.36,NA
"883",31,"Arothron hispidus",0,56.32,40.9,30.57142857,272.36,NA
"884",31,"Siganus vermiculatus",0,56.32,40.9,30.57142857,272.36,NA
"885",31,"Bostrychus sinensis",0,56.32,40.9,30.57142857,272.36,NA
"886",31,"Toxotes jaculatrix",0,56.32,40.9,30.57142857,272.36,NA
"887",31,"Strongylura leiura",0,56.32,40.9,30.57142857,272.36,NA
"888",31,"Liza macrolepsis",0,56.32,40.9,30.57142857,272.36,NA
"889",31,"Scatophagus argus",0,56.32,40.9,30.57142857,272.36,NA
"890",31,"Gerres limbatus",0,56.32,40.9,30.57142857,272.36,NA
"891",31,"Orange fish",0,56.32,40.9,30.57142857,272.36,NA
"892",31,"Apogonidae 3",0,56.32,40.9,30.57142857,272.36,NA
"893",31,"Lutjanus argentimaculatus",0,56.32,40.9,30.57142857,272.36,NA
"894",31,"Caranx sexfasciatus",0,56.32,40.9,30.57142857,272.36,NA
"895",31,"Sphaeramia orbicularis",0,56.32,40.9,30.57142857,272.36,NA
"896",31,"Chanos chanos",0,56.32,40.9,30.57142857,272.36,NA
"897",31,"Plectorhinchus gibbosus",0,56.32,40.9,30.57142857,272.36,NA
"898",31,"Lutjanus fulviflamma",0,56.32,40.9,30.57142857,272.36,NA
"899",31,"Tetradontidae",0,56.32,40.9,30.57142857,272.36,NA
"900",32,"Butis butis",0,88.56,70,29.28571429,276.92,NA
"901",32,"Halicampus grayii",0,88.56,70,29.28571429,276.92,NA
"902",32,"Apogon amboinensis",0,88.56,70,29.28571429,276.92,NA
"903",32,"Gobidae",0,88.56,70,29.28571429,276.92,NA
"904",32,"Apogon hyalosoma",0,88.56,70,29.28571429,276.92,NA
"905",32,"Eleotris fusca",0,88.56,70,29.28571429,276.92,NA
"906",32,"Zenarchopterus dispar",0,88.56,70,29.28571429,276.92,NA
"907",32,"Acentrogobius caninus",0,88.56,70,29.28571429,276.92,NA
"908",32,"Glosogobius",0,88.56,70,29.28571429,276.92,NA
"909",32,"Horaichthyidae",0,88.56,70,29.28571429,276.92,NA
"910",32,"Siganus lineatus",0,88.56,70,29.28571429,276.92,NA
"911",32,"Acentrogobius sp",0,88.56,70,29.28571429,276.92,NA
"912",32,"Arothron hispidus",0,88.56,70,29.28571429,276.92,NA
"913",32,"Siganus vermiculatus",0,88.56,70,29.28571429,276.92,NA
"914",32,"Bostrychus sinensis",0,88.56,70,29.28571429,276.92,NA
"915",32,"Toxotes jaculatrix",0,88.56,70,29.28571429,276.92,NA
"916",32,"Strongylura leiura",0,88.56,70,29.28571429,276.92,NA
"917",32,"Liza macrolepsis",0,88.56,70,29.28571429,276.92,NA
"918",32,"Scatophagus argus",0,88.56,70,29.28571429,276.92,NA
"919",32,"Gerres limbatus",0,88.56,70,29.28571429,276.92,NA
"920",32,"Orange fish",0,88.56,70,29.28571429,276.92,NA
"921",32,"Apogonidae 3",0,88.56,70,29.28571429,276.92,NA
"922",32,"Lutjanus argentimaculatus",0,88.56,70,29.28571429,276.92,NA
"923",32,"Caranx sexfasciatus",0,88.56,70,29.28571429,276.92,NA
"924",32,"Sphaeramia orbicularis",0,88.56,70,29.28571429,276.92,NA
"925",32,"Chanos chanos",0,88.56,70,29.28571429,276.92,NA
"926",32,"Plectorhinchus gibbosus",0,88.56,70,29.28571429,276.92,NA
"927",32,"Lutjanus fulviflamma",0,88.56,70,29.28571429,276.92,NA
"928",32,"Tetradontidae",0,88.56,70,29.28571429,276.92,NA
"929",33,"Butis butis",0,95.58,80,25,299.7,NA
"930",33,"Halicampus grayii",0,95.58,80,25,299.7,NA
"931",33,"Apogon amboinensis",0,95.58,80,25,299.7,NA
"932",33,"Gobidae",0,95.58,80,25,299.7,NA
"933",33,"Apogon hyalosoma",0,95.58,80,25,299.7,NA
"934",33,"Eleotris fusca",0,95.58,80,25,299.7,NA
"935",33,"Zenarchopterus dispar",0,95.58,80,25,299.7,NA
"936",33,"Acentrogobius caninus",0,95.58,80,25,299.7,NA
"937",33,"Glosogobius",0,95.58,80,25,299.7,NA
"938",33,"Horaichthyidae",0,95.58,80,25,299.7,NA
"939",33,"Siganus lineatus",0,95.58,80,25,299.7,NA
"940",33,"Acentrogobius sp",0,95.58,80,25,299.7,NA
"941",33,"Arothron hispidus",0,95.58,80,25,299.7,NA
"942",33,"Siganus vermiculatus",0,95.58,80,25,299.7,NA
"943",33,"Bostrychus sinensis",0,95.58,80,25,299.7,NA
"944",33,"Toxotes jaculatrix",0,95.58,80,25,299.7,NA
"945",33,"Strongylura leiura",0,95.58,80,25,299.7,NA
"946",33,"Liza macrolepsis",0,95.58,80,25,299.7,NA
"947",33,"Scatophagus argus",0,95.58,80,25,299.7,NA
"948",33,"Gerres limbatus",0,95.58,80,25,299.7,NA
"949",33,"Orange fish",0,95.58,80,25,299.7,NA
"950",33,"Apogonidae 3",0,95.58,80,25,299.7,NA
"951",33,"Lutjanus argentimaculatus",0,95.58,80,25,299.7,NA
"952",33,"Caranx sexfasciatus",0,95.58,80,25,299.7,NA
"953",33,"Sphaeramia orbicularis",0,95.58,80,25,299.7,NA
"954",33,"Chanos chanos",0,95.58,80,25,299.7,NA
"955",33,"Plectorhinchus gibbosus",0,95.58,80,25,299.7,NA
"956",33,"Lutjanus fulviflamma",0,95.58,80,25,299.7,NA
"957",33,"Tetradontidae",0,95.58,80,25,299.7,NA
"958",34,"Butis butis",0,94.94,60,30,275.97,NA
"959",34,"Halicampus grayii",0,94.94,60,30,275.97,NA
"960",34,"Apogon amboinensis",0,94.94,60,30,275.97,NA
"961",34,"Gobidae",0,94.94,60,30,275.97,NA
"962",34,"Apogon hyalosoma",0,94.94,60,30,275.97,NA
"963",34,"Eleotris fusca",0,94.94,60,30,275.97,NA
"964",34,"Zenarchopterus dispar",0,94.94,60,30,275.97,NA
"965",34,"Acentrogobius caninus",0,94.94,60,30,275.97,NA
"966",34,"Glosogobius",0,94.94,60,30,275.97,NA
"967",34,"Horaichthyidae",0,94.94,60,30,275.97,NA
"968",34,"Siganus lineatus",0,94.94,60,30,275.97,NA
"969",34,"Acentrogobius sp",0,94.94,60,30,275.97,NA
"970",34,"Arothron hispidus",0,94.94,60,30,275.97,NA
"971",34,"Siganus vermiculatus",0,94.94,60,30,275.97,NA
"972",34,"Bostrychus sinensis",0,94.94,60,30,275.97,NA
"973",34,"Toxotes jaculatrix",0,94.94,60,30,275.97,NA
"974",34,"Strongylura leiura",0,94.94,60,30,275.97,NA
"975",34,"Liza macrolepsis",0,94.94,60,30,275.97,NA
"976",34,"Scatophagus argus",0,94.94,60,30,275.97,NA
"977",34,"Gerres limbatus",0,94.94,60,30,275.97,NA
"978",34,"Orange fish",0,94.94,60,30,275.97,NA
"979",34,"Apogonidae 3",0,94.94,60,30,275.97,NA
"980",34,"Lutjanus argentimaculatus",0,94.94,60,30,275.97,NA
"981",34,"Caranx sexfasciatus",0,94.94,60,30,275.97,NA
"982",34,"Sphaeramia orbicularis",0,94.94,60,30,275.97,NA
"983",34,"Chanos chanos",0,94.94,60,30,275.97,NA
"984",34,"Plectorhinchus gibbosus",0,94.94,60,30,275.97,NA
"985",34,"Lutjanus fulviflamma",0,94.94,60,30,275.97,NA
"986",34,"Tetradontidae",0,94.94,60,30,275.97,NA
"987",35,"Butis butis",0,95.58,60,44.57142857,250.65,NA
"988",35,"Halicampus grayii",0,95.58,60,44.57142857,250.65,NA
"989",35,"Apogon amboinensis",0,95.58,60,44.57142857,250.65,NA
"990",35,"Gobidae",0,95.58,60,44.57142857,250.65,NA
"991",35,"Apogon hyalosoma",0,95.58,60,44.57142857,250.65,NA
"992",35,"Eleotris fusca",0,95.58,60,44.57142857,250.65,NA
"993",35,"Zenarchopterus dispar",0,95.58,60,44.57142857,250.65,NA
"994",35,"Acentrogobius caninus",0,95.58,60,44.57142857,250.65,NA
"995",35,"Glosogobius",0,95.58,60,44.57142857,250.65,NA
"996",35,"Horaichthyidae",0,95.58,60,44.57142857,250.65,NA
"997",35,"Siganus lineatus",0,95.58,60,44.57142857,250.65,NA
"998",35,"Acentrogobius sp",0,95.58,60,44.57142857,250.65,NA
"999",35,"Arothron hispidus",0,95.58,60,44.57142857,250.65,NA
"1000",35,"Siganus vermiculatus",0,95.58,60,44.57142857,250.65,NA
"1001",35,"Bostrychus sinensis",0,95.58,60,44.57142857,250.65,NA
"1002",35,"Toxotes jaculatrix",0,95.58,60,44.57142857,250.65,NA
"1003",35,"Strongylura leiura",0,95.58,60,44.57142857,250.65,NA
"1004",35,"Liza macrolepsis",0,95.58,60,44.57142857,250.65,NA
"1005",35,"Scatophagus argus",0,95.58,60,44.57142857,250.65,NA
"1006",35,"Gerres limbatus",0,95.58,60,44.57142857,250.65,NA
"1007",35,"Orange fish",0,95.58,60,44.57142857,250.65,NA
"1008",35,"Apogonidae 3",0,95.58,60,44.57142857,250.65,NA
"1009",35,"Lutjanus argentimaculatus",0,95.58,60,44.57142857,250.65,NA
"1010",35,"Caranx sexfasciatus",0,95.58,60,44.57142857,250.65,NA
"1011",35,"Sphaeramia orbicularis",0,95.58,60,44.57142857,250.65,NA
"1012",35,"Chanos chanos",0,95.58,60,44.57142857,250.65,NA
"1013",35,"Plectorhinchus gibbosus",0,95.58,60,44.57142857,250.65,NA
"1014",35,"Lutjanus fulviflamma",0,95.58,60,44.57142857,250.65,NA
"1015",35,"Tetradontidae",0,95.58,60,44.57142857,250.65,NA
"1016",36,"Butis butis",0,79.2,40.5,12.14285714,341.2,NA
"1017",36,"Halicampus grayii",0,79.2,40.5,12.14285714,341.2,NA
"1018",36,"Apogon amboinensis",0,79.2,40.5,12.14285714,341.2,NA
"1019",36,"Gobidae",0,79.2,40.5,12.14285714,341.2,NA
"1020",36,"Apogon hyalosoma",0,79.2,40.5,12.14285714,341.2,NA
"1021",36,"Eleotris fusca",0,79.2,40.5,12.14285714,341.2,NA
"1022",36,"Zenarchopterus dispar",0,79.2,40.5,12.14285714,341.2,NA
"1023",36,"Acentrogobius caninus",0,79.2,40.5,12.14285714,341.2,NA
"1024",36,"Glosogobius",0,79.2,40.5,12.14285714,341.2,NA
"1025",36,"Horaichthyidae",0,79.2,40.5,12.14285714,341.2,NA
"1026",36,"Siganus lineatus",0,79.2,40.5,12.14285714,341.2,NA
"1027",36,"Acentrogobius sp",0,79.2,40.5,12.14285714,341.2,NA
"1028",36,"Arothron hispidus",0,79.2,40.5,12.14285714,341.2,NA
"1029",36,"Siganus vermiculatus",0,79.2,40.5,12.14285714,341.2,NA
"1030",36,"Bostrychus sinensis",0,79.2,40.5,12.14285714,341.2,NA
"1031",36,"Toxotes jaculatrix",0,79.2,40.5,12.14285714,341.2,NA
"1032",36,"Strongylura leiura",0,79.2,40.5,12.14285714,341.2,NA
"1033",36,"Liza macrolepsis",0,79.2,40.5,12.14285714,341.2,NA
"1034",36,"Scatophagus argus",0,79.2,40.5,12.14285714,341.2,NA
"1035",36,"Gerres limbatus",0,79.2,40.5,12.14285714,341.2,NA
"1036",36,"Orange fish",0,79.2,40.5,12.14285714,341.2,NA
"1037",36,"Apogonidae 3",0,79.2,40.5,12.14285714,341.2,NA
"1038",36,"Lutjanus argentimaculatus",0,79.2,40.5,12.14285714,341.2,NA
"1039",36,"Caranx sexfasciatus",0,79.2,40.5,12.14285714,341.2,NA
"1040",36,"Sphaeramia orbicularis",0,79.2,40.5,12.14285714,341.2,NA
"1041",36,"Chanos chanos",0,79.2,40.5,12.14285714,341.2,NA
"1042",36,"Plectorhinchus gibbosus",0,79.2,40.5,12.14285714,341.2,NA
"1043",36,"Lutjanus fulviflamma",0,79.2,40.5,12.14285714,341.2,NA
"1044",36,"Tetradontidae",0,79.2,40.5,12.14285714,341.2,NA
"1045",37,"Butis butis",0,92.2,50.7,24.28571429,337.05,NA
"1046",37,"Halicampus grayii",0,92.2,50.7,24.28571429,337.05,NA
"1047",37,"Apogon amboinensis",0,92.2,50.7,24.28571429,337.05,NA
"1048",37,"Gobidae",0,92.2,50.7,24.28571429,337.05,NA
"1049",37,"Apogon hyalosoma",0,92.2,50.7,24.28571429,337.05,NA
"1050",37,"Eleotris fusca",0,92.2,50.7,24.28571429,337.05,NA
"1051",37,"Zenarchopterus dispar",0,92.2,50.7,24.28571429,337.05,NA
"1052",37,"Acentrogobius caninus",0,92.2,50.7,24.28571429,337.05,NA
"1053",37,"Glosogobius",0,92.2,50.7,24.28571429,337.05,NA
"1054",37,"Horaichthyidae",6,92.2,50.7,24.28571429,337.05,2.067
"1055",37,"Siganus lineatus",0,92.2,50.7,24.28571429,337.05,NA
"1056",37,"Acentrogobius sp",0,92.2,50.7,24.28571429,337.05,NA
"1057",37,"Arothron hispidus",0,92.2,50.7,24.28571429,337.05,NA
"1058",37,"Siganus vermiculatus",0,92.2,50.7,24.28571429,337.05,NA
"1059",37,"Bostrychus sinensis",0,92.2,50.7,24.28571429,337.05,NA
"1060",37,"Toxotes jaculatrix",0,92.2,50.7,24.28571429,337.05,NA
"1061",37,"Strongylura leiura",0,92.2,50.7,24.28571429,337.05,NA
"1062",37,"Liza macrolepsis",0,92.2,50.7,24.28571429,337.05,NA
"1063",37,"Scatophagus argus",0,92.2,50.7,24.28571429,337.05,NA
"1064",37,"Gerres limbatus",0,92.2,50.7,24.28571429,337.05,NA
"1065",37,"Orange fish",0,92.2,50.7,24.28571429,337.05,NA
"1066",37,"Apogonidae 3",0,92.2,50.7,24.28571429,337.05,NA
"1067",37,"Lutjanus argentimaculatus",0,92.2,50.7,24.28571429,337.05,NA
"1068",37,"Caranx sexfasciatus",0,92.2,50.7,24.28571429,337.05,NA
"1069",37,"Sphaeramia orbicularis",0,92.2,50.7,24.28571429,337.05,NA
"1070",37,"Chanos chanos",0,92.2,50.7,24.28571429,337.05,NA
"1071",37,"Plectorhinchus gibbosus",0,92.2,50.7,24.28571429,337.05,NA
"1072",37,"Lutjanus fulviflamma",0,92.2,50.7,24.28571429,337.05,NA
"1073",37,"Tetradontidae",0,92.2,50.7,24.28571429,337.05,NA
"1074",38,"Butis butis",0,98.18,40.9,26,347.7,NA
"1075",38,"Halicampus grayii",0,98.18,40.9,26,347.7,NA
"1076",38,"Apogon amboinensis",0,98.18,40.9,26,347.7,NA
"1077",38,"Gobidae",0,98.18,40.9,26,347.7,NA
"1078",38,"Apogon hyalosoma",0,98.18,40.9,26,347.7,NA
"1079",38,"Eleotris fusca",0,98.18,40.9,26,347.7,NA
"1080",38,"Zenarchopterus dispar",0,98.18,40.9,26,347.7,NA
"1081",38,"Acentrogobius caninus",0,98.18,40.9,26,347.7,NA
"1082",38,"Glosogobius",0,98.18,40.9,26,347.7,NA
"1083",38,"Horaichthyidae",0,98.18,40.9,26,347.7,NA
"1084",38,"Siganus lineatus",0,98.18,40.9,26,347.7,NA
"1085",38,"Acentrogobius sp",0,98.18,40.9,26,347.7,NA
"1086",38,"Arothron hispidus",0,98.18,40.9,26,347.7,NA
"1087",38,"Siganus vermiculatus",0,98.18,40.9,26,347.7,NA
"1088",38,"Bostrychus sinensis",0,98.18,40.9,26,347.7,NA
"1089",38,"Toxotes jaculatrix",0,98.18,40.9,26,347.7,NA
"1090",38,"Strongylura leiura",0,98.18,40.9,26,347.7,NA
"1091",38,"Liza macrolepsis",0,98.18,40.9,26,347.7,NA
"1092",38,"Scatophagus argus",0,98.18,40.9,26,347.7,NA
"1093",38,"Gerres limbatus",0,98.18,40.9,26,347.7,NA
"1094",38,"Orange fish",0,98.18,40.9,26,347.7,NA
"1095",38,"Apogonidae 3",0,98.18,40.9,26,347.7,NA
"1096",38,"Lutjanus argentimaculatus",0,98.18,40.9,26,347.7,NA
"1097",38,"Caranx sexfasciatus",0,98.18,40.9,26,347.7,NA
"1098",38,"Sphaeramia orbicularis",0,98.18,40.9,26,347.7,NA
"1099",38,"Chanos chanos",0,98.18,40.9,26,347.7,NA
"1100",38,"Plectorhinchus gibbosus",0,98.18,40.9,26,347.7,NA
"1101",38,"Lutjanus fulviflamma",0,98.18,40.9,26,347.7,NA
"1102",38,"Tetradontidae",0,98.18,40.9,26,347.7,NA
"1103",39,"Butis butis",0,93.76,50.2,25.42857143,362.96,NA
"1104",39,"Halicampus grayii",0,93.76,50.2,25.42857143,362.96,NA
"1105",39,"Apogon amboinensis",0,93.76,50.2,25.42857143,362.96,NA
"1106",39,"Gobidae",0,93.76,50.2,25.42857143,362.96,NA
"1107",39,"Apogon hyalosoma",0,93.76,50.2,25.42857143,362.96,NA
"1108",39,"Eleotris fusca",0,93.76,50.2,25.42857143,362.96,NA
"1109",39,"Zenarchopterus dispar",0,93.76,50.2,25.42857143,362.96,NA
"1110",39,"Acentrogobius caninus",0,93.76,50.2,25.42857143,362.96,NA
"1111",39,"Glosogobius",0,93.76,50.2,25.42857143,362.96,NA
"1112",39,"Horaichthyidae",0,93.76,50.2,25.42857143,362.96,NA
"1113",39,"Siganus lineatus",0,93.76,50.2,25.42857143,362.96,NA
"1114",39,"Acentrogobius sp",0,93.76,50.2,25.42857143,362.96,NA
"1115",39,"Arothron hispidus",0,93.76,50.2,25.42857143,362.96,NA
"1116",39,"Siganus vermiculatus",0,93.76,50.2,25.42857143,362.96,NA
"1117",39,"Bostrychus sinensis",0,93.76,50.2,25.42857143,362.96,NA
"1118",39,"Toxotes jaculatrix",0,93.76,50.2,25.42857143,362.96,NA
"1119",39,"Strongylura leiura",0,93.76,50.2,25.42857143,362.96,NA
"1120",39,"Liza macrolepsis",0,93.76,50.2,25.42857143,362.96,NA
"1121",39,"Scatophagus argus",0,93.76,50.2,25.42857143,362.96,NA
"1122",39,"Gerres limbatus",0,93.76,50.2,25.42857143,362.96,NA
"1123",39,"Orange fish",0,93.76,50.2,25.42857143,362.96,NA
"1124",39,"Apogonidae 3",0,93.76,50.2,25.42857143,362.96,NA
"1125",39,"Lutjanus argentimaculatus",0,93.76,50.2,25.42857143,362.96,NA
"1126",39,"Caranx sexfasciatus",0,93.76,50.2,25.42857143,362.96,NA
"1127",39,"Sphaeramia orbicularis",0,93.76,50.2,25.42857143,362.96,NA
"1128",39,"Chanos chanos",0,93.76,50.2,25.42857143,362.96,NA
"1129",39,"Plectorhinchus gibbosus",0,93.76,50.2,25.42857143,362.96,NA
"1130",39,"Lutjanus fulviflamma",0,93.76,50.2,25.42857143,362.96,NA
"1131",39,"Tetradontidae",0,93.76,50.2,25.42857143,362.96,NA
"1132",40,"Butis butis",0,97.14,50.4,53.14285714,318.61,NA
"1133",40,"Halicampus grayii",0,97.14,50.4,53.14285714,318.61,NA
"1134",40,"Apogon amboinensis",0,97.14,50.4,53.14285714,318.61,NA
"1135",40,"Gobidae",0,97.14,50.4,53.14285714,318.61,NA
"1136",40,"Apogon hyalosoma",0,97.14,50.4,53.14285714,318.61,NA
"1137",40,"Eleotris fusca",0,97.14,50.4,53.14285714,318.61,NA
"1138",40,"Zenarchopterus dispar",0,97.14,50.4,53.14285714,318.61,NA
"1139",40,"Acentrogobius caninus",0,97.14,50.4,53.14285714,318.61,NA
"1140",40,"Glosogobius",0,97.14,50.4,53.14285714,318.61,NA
"1141",40,"Horaichthyidae",0,97.14,50.4,53.14285714,318.61,NA
"1142",40,"Siganus lineatus",0,97.14,50.4,53.14285714,318.61,NA
"1143",40,"Acentrogobius sp",0,97.14,50.4,53.14285714,318.61,NA
"1144",40,"Arothron hispidus",0,97.14,50.4,53.14285714,318.61,NA
"1145",40,"Siganus vermiculatus",0,97.14,50.4,53.14285714,318.61,NA
"1146",40,"Bostrychus sinensis",0,97.14,50.4,53.14285714,318.61,NA
"1147",40,"Toxotes jaculatrix",0,97.14,50.4,53.14285714,318.61,NA
"1148",40,"Strongylura leiura",0,97.14,50.4,53.14285714,318.61,NA
"1149",40,"Liza macrolepsis",0,97.14,50.4,53.14285714,318.61,NA
"1150",40,"Scatophagus argus",0,97.14,50.4,53.14285714,318.61,NA
"1151",40,"Gerres limbatus",0,97.14,50.4,53.14285714,318.61,NA
"1152",40,"Orange fish",0,97.14,50.4,53.14285714,318.61,NA
"1153",40,"Apogonidae 3",0,97.14,50.4,53.14285714,318.61,NA
"1154",40,"Lutjanus argentimaculatus",0,97.14,50.4,53.14285714,318.61,NA
"1155",40,"Caranx sexfasciatus",0,97.14,50.4,53.14285714,318.61,NA
"1156",40,"Sphaeramia orbicularis",0,97.14,50.4,53.14285714,318.61,NA
"1157",40,"Chanos chanos",0,97.14,50.4,53.14285714,318.61,NA
"1158",40,"Plectorhinchus gibbosus",0,97.14,50.4,53.14285714,318.61,NA
"1159",40,"Lutjanus fulviflamma",0,97.14,50.4,53.14285714,318.61,NA
"1160",40,"Tetradontidae",0,97.14,50.4,53.14285714,318.61,NA
"1161",41,"Butis butis",0,96.88,40,41.57142857,55.79,NA
"1162",41,"Halicampus grayii",0,96.88,40,41.57142857,55.79,NA
"1163",41,"Apogon amboinensis",0,96.88,40,41.57142857,55.79,NA
"1164",41,"Gobidae",0,96.88,40,41.57142857,55.79,NA
"1165",41,"Apogon hyalosoma",0,96.88,40,41.57142857,55.79,NA
"1166",41,"Eleotris fusca",1,96.88,40,41.57142857,55.79,23
"1167",41,"Zenarchopterus dispar",0,96.88,40,41.57142857,55.79,NA
"1168",41,"Acentrogobius caninus",0,96.88,40,41.57142857,55.79,NA
"1169",41,"Glosogobius",2,96.88,40,41.57142857,55.79,8
"1170",41,"Horaichthyidae",0,96.88,40,41.57142857,55.79,NA
"1171",41,"Siganus lineatus",0,96.88,40,41.57142857,55.79,NA
