"","Grid.No","Plot.No","Family","Species","Size","Max.Length","Type","Creek","Canopy","Depth","Density","Mouth","Salinity","Crab","Spread","CM","Class","count"
"195",10,5,"Gobidae","Acentrogobius sp",1.5,0,"E",17.48,92.2,30.5,33,188.86,40.08,0,0.596387451,403.13,2,1
"196",10,5,"Gobidae","Acentrogobius sp",1.5,0,"E",17.48,92.2,30.5,33,188.86,40.08,0,0.596387451,403.13,2,1
"197",10,5,"Gobidae","Acentrogobius sp",1.5,0,"E",17.48,92.2,30.5,33,188.86,40.08,0,0.596387451,403.13,2,1
"198",10,5,"Gobidae","Acentrogobius sp",1.5,0,"E",17.48,92.2,30.5,33,188.86,40.08,0,0.596387451,403.13,2,1
"199",10,5,"Gobidae","Acentrogobius sp",1.5,0,"E",17.48,92.2,30.5,33,188.86,40.08,0,0.596387451,403.13,2,1
"200",10,5,"Gobidae","Acentrogobius sp",1.5,0,"E",17.48,92.2,30.5,33,188.86,40.08,0,0.596387451,403.13,2,1
"201",10,5,"Gobidae","Acentrogobius sp",1.5,0,"E",17.48,92.2,30.5,33,188.86,40.08,0,0.596387451,403.13,2,1
"202",10,5,"Gobidae","Acentrogobius sp",1.5,0,"E",17.48,92.2,30.5,33,188.86,40.08,0,0.596387451,403.13,2,1
"203",10,5,"Hemiramphidae","Zenarchopterus dispar",10,19,"E",17.48,92.2,30.5,33,188.86,40.08,0,0.596387451,403.13,10,1
"204",11,1,"Horaichthyidae","Horaichthyidae",2,3,"E",118.48,92.72,20.8,50.42857143,264.72,40.08,2,0.374652363,228.52,2,1
"205",11,1,"Horaichthyidae","Horaichthyidae",2,3,"E",118.48,92.72,20.8,50.42857143,264.72,40.08,2,0.374652363,228.52,2,1
"206",11,1,"Horaichthyidae","Horaichthyidae",2,3,"E",118.48,92.72,20.8,50.42857143,264.72,40.08,2,0.374652363,228.52,2,1
"207",11,1,"Horaichthyidae","Horaichthyidae",2,3,"E",118.48,92.72,20.8,50.42857143,264.72,40.08,2,0.374652363,228.52,2,1
"208",11,1,"Horaichthyidae","Horaichthyidae",2,3,"E",118.48,92.72,20.8,50.42857143,264.72,40.08,2,0.374652363,228.52,2,1
"209",11,2,"Horaichthyidae","Horaichthyidae",2,3,"E",118.06,95.06,30.7,54.42857143,243.11,40.08,17,0.483060866,202.12,2,1
"210",11,2,"Horaichthyidae","Horaichthyidae",2,3,"E",118.06,95.06,30.7,54.42857143,243.11,40.08,17,0.483060866,202.12,2,1
"211",11,2,"Horaichthyidae","Horaichthyidae",2,3,"E",118.06,95.06,30.7,54.42857143,243.11,40.08,17,0.483060866,202.12,2,1
"212",11,2,"Horaichthyidae","Horaichthyidae",2,3,"E",118.06,95.06,30.7,54.42857143,243.11,40.08,17,0.483060866,202.12,2,1
"213",11,2,"Horaichthyidae","Horaichthyidae",1.5,3,"E",118.06,95.06,30.7,54.42857143,243.11,40.08,17,0.483060866,202.12,2,1
"214",11,2,"Horaichthyidae","Horaichthyidae",2,3,"E",118.06,95.06,30.7,54.42857143,243.11,40.08,17,0.483060866,202.12,2,1
"215",11,2,"Horaichthyidae","Horaichthyidae",2,3,"E",118.06,95.06,30.7,54.42857143,243.11,40.08,17,0.483060866,202.12,2,1
"216",11,2,"Horaichthyidae","Horaichthyidae",2,3,"E",118.06,95.06,30.7,54.42857143,243.11,40.08,17,0.483060866,202.12,2,1
"217",11,3,"Mugilidae","Liza macrolepsis",6.4,60,"E",119,97.4,50,39.85714286,231.31,40.08,3,0.211621354,199.51,8,1
"218",11,4,NA,NA,0,0,NA,85.87,98.18,40.4,47.85714286,222.84,40.08,1,0.424034728,207.9,0,1
"219",11,5,NA,NA,0,0,NA,142.7,86.22,20.7,21.85714286,263.71,40.08,2,0.568026126,210.33,0,1
"220",12,1,"Horaichthyidae","Horaichthyidae",2,3,"E",126.54,96.62,50.3,55.14285714,23.71,45.73,4,0.289290594,13.75,2,1
"221",12,1,"Horaichthyidae","Horaichthyidae",2,3,"E",126.54,96.62,50.3,55.14285714,23.71,45.73,4,0.289290594,13.75,2,1
"222",12,1,"Horaichthyidae","Horaichthyidae",2,3,"E",126.54,96.62,50.3,55.14285714,23.71,45.73,4,0.289290594,13.75,2,1
"223",12,1,"Horaichthyidae","Horaichthyidae",2,3,"E",126.54,96.62,50.3,55.14285714,23.71,45.73,4,0.289290594,13.75,2,1
"224",12,1,"Horaichthyidae","Horaichthyidae",2,3,"E",126.54,96.62,50.3,55.14285714,23.71,45.73,4,0.289290594,13.75,2,1
"225",12,1,"Horaichthyidae","Horaichthyidae",2,3,"E",126.54,96.62,50.3,55.14285714,23.71,45.73,4,0.289290594,13.75,2,1
"226",12,1,"Horaichthyidae","Horaichthyidae",2,3,"E",126.54,96.62,50.3,55.14285714,23.71,45.73,4,0.289290594,13.75,2,1
"227",12,1,"Horaichthyidae","Horaichthyidae",2,3,"E",126.54,96.62,50.3,55.14285714,23.71,45.73,4,0.289290594,13.75,2,1
"228",12,1,"Horaichthyidae","Horaichthyidae",2,3,"E",126.54,96.62,50.3,55.14285714,23.71,45.73,4,0.289290594,13.75,2,1
"229",12,1,"Horaichthyidae","Horaichthyidae",2,3,"E",126.54,96.62,50.3,55.14285714,23.71,45.73,4,0.289290594,13.75,2,1
"230",12,2,"Belonidae","Strongylura leiura",2.5,100,"E",116.1,98.96,40.3,43.71428571,30.5,45.73,1,0.351602197,12.62,4,1
"231",12,2,"Belonidae","Strongylura leiura",2,100,"E",116.1,98.96,40.3,43.71428571,30.5,45.73,1,0.351602197,12.62,2,1
"232",12,3,"Scatophagidae","Scatophagus argus",15,38,"E",139.58,88.56,50.8,43,8.98,45.73,10,0.498962327,4.56,16,1
"233",12,3,"Gerreidae","Gerres limbatus",6.29,15,"E",139.58,88.56,50.8,43,8.98,45.73,10,0.498962327,4.56,8,1
"234",12,3,"Gerreidae","Gerres limbatus",6.37,15,"E",139.58,88.56,50.8,43,8.98,45.73,10,0.498962327,4.56,8,1
"235",12,4,"Belonidae","Strongylura leiura",3.8,100,"E",111.66,86.74,30.4,21.85714286,12.21,45.73,12,0.273782624,8.41,4,1
"236",12,4,"Orange fish","Orange fish",9.68,0,"E",111.66,86.74,30.4,21.85714286,12.21,45.73,12,0.273782624,8.41,10,1
"237",12,5,"Horaichthyidae","Horaichthyidae",2,3,"E",157.34,94.54,50.2,32.28571429,17.63,45.73,18,0.303326034,15.14,2,1
"238",12,5,"Horaichthyidae","Horaichthyidae",2,3,"E",157.34,94.54,50.2,32.28571429,17.63,45.73,18,0.303326034,15.14,2,1
"239",12,5,"Horaichthyidae","Horaichthyidae",2,3,"E",157.34,94.54,50.2,32.28571429,17.63,45.73,18,0.303326034,15.14,2,1
"240",12,5,"Horaichthyidae","Horaichthyidae",2,3,"E",157.34,94.54,50.2,32.28571429,17.63,45.73,18,0.303326034,15.14,2,1
"241",12,5,"Horaichthyidae","Horaichthyidae",2,3,"E",157.34,94.54,50.2,32.28571429,17.63,45.73,18,0.303326034,15.14,2,1
"242",12,5,"Horaichthyidae","Horaichthyidae",2,3,"E",157.34,94.54,50.2,32.28571429,17.63,45.73,18,0.303326034,15.14,2,1
"243",12,5,"Horaichthyidae","Horaichthyidae",2,3,"E",157.34,94.54,50.2,32.28571429,17.63,45.73,18,0.303326034,15.14,2,1
"244",12,5,"Horaichthyidae","Horaichthyidae",2,3,"E",157.34,94.54,50.2,32.28571429,17.63,45.73,18,0.303326034,15.14,2,1
"245",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"246",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"247",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"248",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"249",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"250",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"251",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"252",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"253",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"254",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"255",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"256",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"257",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"258",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"259",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"260",13,1,"Horaichthyidae","Horaichthyidae",2,3,"E",70.45,67.76,30,26.85714286,61.23,45.73,5,0.744813818,34.32,2,1
"261",13,2,NA,NA,0,0,"E",58.6,98.96,40.3,31.14285714,44.76,45.73,2,0.340542912,14.14,0,1
"262",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"263",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"264",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"265",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"266",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"267",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"268",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"269",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"270",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"271",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"272",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"273",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"274",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"275",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"276",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"277",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"278",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"279",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"280",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"281",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"282",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"283",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"284",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"285",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"286",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"287",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"288",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"289",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"290",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"291",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"292",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"293",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"294",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"295",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"296",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"297",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"298",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"299",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"300",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"301",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"302",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"303",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"304",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"305",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"306",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"307",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"308",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"309",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"310",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"311",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"312",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"313",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"314",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"315",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"316",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"317",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"318",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"319",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"320",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"321",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"322",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"323",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"324",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"325",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"326",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"327",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"328",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"329",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"330",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"331",13,3,"Horaichthyidae","Horaichthyidae",2,3,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"332",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"333",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"334",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"335",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"336",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"337",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"338",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"339",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"340",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"341",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"342",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"343",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"344",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"345",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"346",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"347",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"348",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"349",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"350",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"351",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"352",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"353",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"354",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"355",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"356",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"357",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"358",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"359",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"360",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"361",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"362",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"363",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"364",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"365",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"366",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"367",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"368",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"369",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"370",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"371",13,3,"Apogonidae","Apogonidae 3",1.5,0,"E",56.11,100,50.3,19.57142857,19.8,45.73,6,1.208354423,14.32,2,1
"372",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"373",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"374",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"375",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"376",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"377",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"378",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"379",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"380",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"381",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"382",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"383",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"384",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
